Year,Site Name,Coarse Group,Marchant Cell Number,Sample Count
2017,OGW-ABMI-690-41,Zygoptera,Cell 38,6
2017,OGW-ABMI-690-41,Chironomidae,Cell 38,2
2017,OGW-ABMI-690-41,Amphipoda,Cell 12,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 12,4
2017,OGW-ABMI-690-41,Chironomidae,Cell 12,3
2017,OGW-ABMI-690-41,Culicidae,Cell 12,1
2017,OGW-ABMI-690-41,Damaged Organisms,Cell 14,1
2017,OGW-ABMI-690-41,Gastropoda,Cell 14,1
2017,OGW-ABMI-690-41,Amphipoda,Cell 14,1
2017,OGW-ABMI-690-41,Anisoptera,Cell 14,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 14,16
2017,OGW-ABMI-690-41,Chironomidae,Cell 14,2
2017,OGW-ABMI-690-41,Oligochaeta,Cell 90,1
2017,OGW-ABMI-690-41,Amphipoda,Cell 90,1
2017,OGW-ABMI-690-41,Anisoptera,Cell 90,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 90,5
2017,OGW-ABMI-690-41,Coleoptera (adults),Cell 90,1
2017,OGW-ABMI-690-41,Chironomidae,Cell 90,2
2017,OGW-ABMI-690-41,Gastropoda,Cell 82,1
2017,OGW-ABMI-690-41,Amphipoda,Cell 82,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 82,2
2017,OGW-ABMI-690-41,Trichoptera,Cell 82,1
2017,OGW-ABMI-690-41,Chironomidae,Cell 82,2
2017,OGW-ABMI-690-41,Amphipoda,Cell 21,2
2017,OGW-ABMI-690-41,Zygoptera,Cell 21,2
2017,OGW-ABMI-690-41,Gastropoda,Cell 53,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 53,5
2017,OGW-ABMI-690-41,Chironomidae,Cell 53,1
2017,OGW-ABMI-690-41,Amphipoda,Cell 71,1
2017,OGW-ABMI-690-41,Anisoptera,Cell 71,1
2017,OGW-ABMI-690-41,Zygoptera,Cell 71,4
2017,OGW-ABMI-690-41,Lepidoptera,Cell 71,1
2017,OGW-ABMI-690-41,Chaoboridae,Cell 71,1
2017,OGW-ABMI-690-41,Gastropoda,Cell 71,1
2017,OGW-ABMI-690-41,Gastropoda,Cell 100,1
2017,OGW-ABMI-690-41,Amphipoda,Cell 100,3
2017,OGW-ABMI-690-41,Ephemeroptera,Cell 100,4
2017,OGW-ABMI-690-41,Chironomidae,Cell 100,2
2017,OGW-ABMI-824-41,Oligochaeta,Cell 36,4
2017,OGW-ABMI-824-41,Gastropoda,Cell 36,5
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 36,3
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 36,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 36,2
2017,OGW-ABMI-824-41,Trichoptera,Cell 36,2
2017,OGW-ABMI-824-41,Amphipoda,Cell 36,3
2017,OGW-ABMI-824-41,Bivalvia,Cell 89,1
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 89,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 89,2
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 89,2
2017,OGW-ABMI-824-41,Hemiptera,Cell 89,2
2017,OGW-ABMI-824-41,Chironomidae,Cell 89,3
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 89,1
2017,OGW-ABMI-824-41,Other: Conchostraca,Cell 89,2
2017,OGW-ABMI-824-41,Oligochaeta,Cell 89,15
2017,OGW-ABMI-824-41,Gastropoda,Cell 89,11
2017,OGW-ABMI-824-41,Damaged Organisms,Cell 76,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 76,17
2017,OGW-ABMI-824-41,Gastropoda,Cell 76,10
2017,OGW-ABMI-824-41,Amphipoda,Cell 76,4
2017,OGW-ABMI-824-41,Anisoptera,Cell 76,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 76,1
2017,OGW-ABMI-824-41,Trichoptera,Cell 76,1
2017,OGW-ABMI-824-41,Chironomidae,Cell 76,3
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 76,1
2017,OGW-ABMI-824-41,Damaged Organisms,Cell 45,3
2017,OGW-ABMI-824-41,Oligochaeta,Cell 45,3
2017,OGW-ABMI-824-41,Hirudinea,Cell 45,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 45,3
2017,OGW-ABMI-824-41,Bivalvia,Cell 45,2
2017,OGW-ABMI-824-41,Amphipoda,Cell 45,5
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 45,1
2017,OGW-ABMI-824-41,Anisoptera,Cell 45,1
2017,OGW-ABMI-824-41,Zygoptera,Cell 45,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 45,3
2017,OGW-ABMI-824-41,Trichoptera,Cell 45,1
2017,OGW-ABMI-824-41,Coleoptera (larvae),Cell 45,1
2017,OGW-ABMI-824-41,Chironomidae,Cell 45,4
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 45,1
2017,OGW-ABMI-824-41,Other: Conchostraca,Cell 94,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 94,6
2017,OGW-ABMI-824-41,Gastropoda,Cell 94,9
2017,OGW-ABMI-824-41,Amphipoda,Cell 94,3
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 94,1
2017,OGW-ABMI-824-41,Trichoptera,Cell 94,2
2017,OGW-ABMI-824-41,Chironomidae,Cell 94,2
2017,OGW-ABMI-824-41,Damaged Organisms,Cell 49,2
2017,OGW-ABMI-824-41,Oligochaeta,Cell 49,10
2017,OGW-ABMI-824-41,Gastropoda,Cell 49,10
2017,OGW-ABMI-824-41,Bivalvia,Cell 49,2
2017,OGW-ABMI-824-41,Amphipoda,Cell 49,5
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 49,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 49,2
2017,OGW-ABMI-824-41,Chironomidae,Cell 49,3
2017,OGW-ABMI-824-41,Coleoptera (adults),Cell 49,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 3,5
2017,OGW-ABMI-824-41,Bivalvia,Cell 3,1
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 3,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 3,6
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 3,1
2017,OGW-ABMI-824-41,Damaged Organisms,Cell 50,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 50,8
2017,OGW-ABMI-824-41,Hirudinea,Cell 50,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 50,12
2017,OGW-ABMI-824-41,Bivalvia,Cell 50,1
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 50,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 50,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 50,2
2017,OGW-ABMI-824-41,Trichoptera,Cell 50,2
2017,OGW-ABMI-824-41,Oligochaeta,Cell 70,10
2017,OGW-ABMI-824-41,Hirudinea,Cell 70,2
2017,OGW-ABMI-824-41,Gastropoda,Cell 70,13
2017,OGW-ABMI-824-41,Bivalvia,Cell 70,1
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 70,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 70,2
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 70,1
2017,OGW-ABMI-824-41,Coleoptera (larvae),Cell 70,1
2017,OGW-ABMI-824-41,Chironomidae,Cell 70,2
2017,OGW-ABMI-824-41,Oligochaeta,Cell 96,8
2017,OGW-ABMI-824-41,Hirudinea,Cell 96,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 96,5
2017,OGW-ABMI-824-41,Bivalvia,Cell 96,1
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 96,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 96,6
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 96,2
2017,OGW-ABMI-824-41,Hemiptera,Cell 96,1
2017,OGW-ABMI-824-41,Chironomidae,Cell 96,5
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 96,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 6,4
2017,OGW-ABMI-824-41,Hirudinea,Cell 6,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 6,6
2017,OGW-ABMI-824-41,Bivalvia,Cell 6,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 6,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 6,1
2017,OGW-ABMI-824-41,Coleoptera (larvae),Cell 6,1
2017,OGW-ABMI-824-41,Chironomidae,Cell 6,1
2017,OGW-ABMI-824-41,Other: Conchostraca,Cell 27,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 27,6
2017,OGW-ABMI-824-41,Hirudinea,Cell 27,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 27,8
2017,OGW-ABMI-824-41,Bivalvia,Cell 27,2
2017,OGW-ABMI-824-41,Hydrachnidia,Cell 27,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 27,5
2017,OGW-ABMI-824-41,Hemiptera,Cell 27,1
2017,OGW-ABMI-824-41,Coleoptera (larvae),Cell 27,1
2017,OGW-ABMI-824-41,Ceratopogonidae,Cell 27,1
2017,OGW-ABMI-824-41,Oligochaeta,Cell 56,8
2017,OGW-ABMI-824-41,Hirudinea,Cell 56,1
2017,OGW-ABMI-824-41,Gastropoda,Cell 56,5
2017,OGW-ABMI-824-41,Bivalvia,Cell 56,1
2017,OGW-ABMI-824-41,Amphipoda,Cell 56,3
2017,OGW-ABMI-824-41,Ephemeroptera,Cell 56,1
2017,OGW-ABMI-824-41,Hemiptera,Cell 56,1
2017,OGW-ABMI-824-41,Coleoptera (larvae),Cell 56,1
2017,OGW-ABMI-824-41,Other: Conchostraca,Cell 56,1
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 95,5
2017,OGW-ABMI-860-41,Oligochaeta,Cell 95,3
2017,OGW-ABMI-860-41,Bivalvia,Cell 95,8
2017,OGW-ABMI-860-41,Gastropoda,Cell 95,22
2017,OGW-ABMI-860-41,Amphipoda,Cell 95,21
2017,OGW-ABMI-860-41,Chironomidae,Cell 95,13
2017,OGW-ABMI-860-41,Chaoboridae,Cell 95,2
2017,OGW-ABMI-860-41,Hydrachnidia,Cell 95,1
2017,OGW-ABMI-860-41,Gastropoda,Cell 6,1
2017,OGW-ABMI-860-41,Bivalvia,Cell 6,1
2017,OGW-ABMI-860-41,Amphipoda,Cell 6,4
2017,OGW-ABMI-860-41,Chironomidae,Cell 6,11
2017,OGW-ABMI-860-41,Chaoboridae,Cell 6,1
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 6,2
2017,OGW-ABMI-860-41,Hirudinea,Cell 6,1
2017,OGW-ABMI-860-41,Chaoboridae,Cell 70,1
2017,OGW-ABMI-860-41,Chironomidae,Cell 70,12
2017,OGW-ABMI-860-41,Amphipoda,Cell 70,8
2017,OGW-ABMI-860-41,Gastropoda,Cell 70,5
2017,OGW-ABMI-860-41,Oligochaeta,Cell 70,1
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 70,5
2017,OGW-ABMI-860-41,Chironomidae,Cell 4,8
2017,OGW-ABMI-860-41,Amphipoda,Cell 4,12
2017,OGW-ABMI-860-41,Bivalvia,Cell 4,3
2017,OGW-ABMI-860-41,Gastropoda,Cell 4,9
2017,OGW-ABMI-860-41,Oligochaeta,Cell 4,5
2017,OGW-ABMI-860-41,Chaoboridae,Cell 4,1
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 4,4
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 68,2
2017,OGW-ABMI-860-41,Oligochaeta,Cell 68,3
2017,OGW-ABMI-860-41,Chaoboridae,Cell 68,4
2017,OGW-ABMI-860-41,Chironomidae,Cell 68,9
2017,OGW-ABMI-860-41,Coleoptera (larvae),Cell 68,2
2017,OGW-ABMI-860-41,Ephemeroptera,Cell 68,1
2017,OGW-ABMI-860-41,Amphipoda,Cell 68,10
2017,OGW-ABMI-860-41,Bivalvia,Cell 68,2
2017,OGW-ABMI-860-41,Gastropoda,Cell 68,6
2017,OGW-ABMI-860-41,Chironomidae,Cell 60,11
2017,OGW-ABMI-860-41,Zygoptera,Cell 60,1
2017,OGW-ABMI-860-41,Amphipoda,Cell 60,4
2017,OGW-ABMI-860-41,Bivalvia,Cell 60,3
2017,OGW-ABMI-860-41,Gastropoda,Cell 60,1
2017,OGW-ABMI-860-41,Oligochaeta,Cell 60,2
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 60,5
2017,OGW-ABMI-860-41,Chaoboridae,Cell 60,2
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 25,6
2017,OGW-ABMI-860-41,Oligochaeta,Cell 25,4
2017,OGW-ABMI-860-41,Gastropoda,Cell 25,6
2017,OGW-ABMI-860-41,Bivalvia,Cell 25,4
2017,OGW-ABMI-860-41,Amphipoda,Cell 25,13
2017,OGW-ABMI-860-41,Zygoptera,Cell 25,1
2017,OGW-ABMI-860-41,Coleoptera (larvae),Cell 25,1
2017,OGW-ABMI-860-41,Chironomidae,Cell 25,14
2017,OGW-ABMI-860-41,Chaoboridae,Cell 25,6
2017,OGW-ABMI-860-41,Chaoboridae,Cell 47,4
2017,OGW-ABMI-860-41,Chironomidae,Cell 47,12
2017,OGW-ABMI-860-41,Coleoptera (adults),Cell 47,1
2017,OGW-ABMI-860-41,Amphipoda,Cell 47,6
2017,OGW-ABMI-860-41,Bivalvia,Cell 47,1
2017,OGW-ABMI-860-41,Gastropoda,Cell 47,2
2017,OGW-ABMI-860-41,Oligochaeta,Cell 47,2
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 47,1
2017,OGW-ABMI-860-41,Coleoptera (larvae),Cell 54,3
2017,OGW-ABMI-860-41,Amphipoda,Cell 54,14
2017,OGW-ABMI-860-41,Bivalvia,Cell 54,2
2017,OGW-ABMI-860-41,Chaoboridae,Cell 54,4
2017,OGW-ABMI-860-41,Gastropoda,Cell 54,12
2017,OGW-ABMI-860-41,Hirudinea,Cell 54,1
2017,OGW-ABMI-860-41,Oligochaeta,Cell 54,5
2017,OGW-ABMI-860-41,Chironomidae,Cell 54,19
2017,OGW-ABMI-860-41,Damaged Organisms,Cell 54,1
2017,OGW-ABMI-862-41,Amphipoda,Cell 74,4
2017,OGW-ABMI-862-41,Chaoboridae,Cell 74,1
2017,OGW-ABMI-862-41,Chironomidae,Cell 74,1
2017,OGW-ABMI-862-41,Coleoptera (larvae),Cell 74,1
2017,OGW-ABMI-862-41,Bivalvia,Cell 74,2
2017,OGW-ABMI-862-41,Zygoptera,Cell 70,1
2017,OGW-ABMI-862-41,Amphipoda,Cell 70,5
2017,OGW-ABMI-862-41,Damaged Organisms,Cell 70,3
2017,OGW-ABMI-862-41,Hemiptera,Cell 70,1
2017,OGW-ABMI-862-41,Chaoboridae,Cell 37,54
2017,OGW-ABMI-862-41,Hydrachnidia,Cell 37,14
2017,OGW-ABMI-862-41,Amphipoda,Cell 37,159
2017,OGW-ABMI-862-41,Zygoptera,Cell 37,13
2017,OGW-ABMI-862-41,Coleoptera (adults),Cell 37,20
2017,OGW-ABMI-862-41,Trichoptera,Cell 37,1
2017,OGW-ABMI-862-41,Chironomidae,Cell 37,24
2017,OGW-ABMI-862-41,Hemiptera,Cell 37,24
2017,OGW-ABMI-862-41,Gastropoda,Cell 37,117
2017,OGW-ABMI-862-41,Hirudinea,Cell 37,11
2017,OGW-ABMI-862-41,Damaged Organisms,Cell 37,128
2017,OGW-ABMI-862-41,Coleoptera (larvae),Cell 37,78
2017,OGW-ABMI-862-41,Bivalvia,Cell 37,10
2017,OGW-ABMI-893-41,Amphipoda,Cell 93,19
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 93,2
2017,OGW-ABMI-893-41,Chaoboridae,Cell 93,1
2017,OGW-ABMI-893-41,Chaoboridae,Cell 25,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 25,10
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 86,4
2017,OGW-ABMI-893-41,Amphipoda,Cell 86,22
2017,OGW-ABMI-893-41,Chironomidae,Cell 86,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 10,7
2017,OGW-ABMI-893-41,Chironomidae,Cell 97,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 97,4
2017,OGW-ABMI-893-41,Gastropoda,Cell 97,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 97,21
2017,OGW-ABMI-893-41,Amphipoda,Cell 37,11
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 37,1
2017,OGW-ABMI-893-41,Bivalvia,Cell 12,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 12,6
2017,OGW-ABMI-893-41,Hemiptera,Cell 27,1
2017,OGW-ABMI-893-41,Coleoptera (larvae),Cell 27,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 27,14
2017,OGW-ABMI-893-41,Hemiptera,Cell 34,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 34,3
2017,OGW-ABMI-893-41,Chaoboridae,Cell 34,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 34,4
2017,OGW-ABMI-893-41,Chironomidae,Cell 90,4
2017,OGW-ABMI-893-41,Amphipoda,Cell 90,27
2017,OGW-ABMI-893-41,Gastropoda,Cell 90,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 90,3
2017,OGW-ABMI-893-41,Chaoboridae,Cell 90,3
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 55,4
2017,OGW-ABMI-893-41,Amphipoda,Cell 55,12
2017,OGW-ABMI-893-41,Chaoboridae,Cell 55,1
2017,OGW-ABMI-893-41,Chironomidae,Cell 65,3
2017,OGW-ABMI-893-41,Chaoboridae,Cell 65,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 65,3
2017,OGW-ABMI-893-41,Amphipoda,Cell 65,17
2017,OGW-ABMI-893-41,Zygoptera,Cell 54,1
2017,OGW-ABMI-893-41,Chironomidae,Cell 54,2
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 54,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 54,8
2017,OGW-ABMI-893-41,Oligochaeta,Cell 49,1
2017,OGW-ABMI-893-41,Gastropoda,Cell 49,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 49,15
2017,OGW-ABMI-893-41,Chaoboridae,Cell 49,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 18,11
2017,OGW-ABMI-893-41,Chaoboridae,Cell 18,1
2017,OGW-ABMI-893-41,Chironomidae,Cell 18,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 18,5
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 91,3
2017,OGW-ABMI-893-41,Amphipoda,Cell 91,17
2017,OGW-ABMI-893-41,Zygoptera,Cell 91,1
2017,OGW-ABMI-893-41,Oligochaeta,Cell 91,1
2017,OGW-ABMI-893-41,Chaoboridae,Cell 80,1
2017,OGW-ABMI-893-41,Hemiptera,Cell 80,1
2017,OGW-ABMI-893-41,Chironomidae,Cell 80,1
2017,OGW-ABMI-893-41,Zygoptera,Cell 80,2
2017,OGW-ABMI-893-41,Amphipoda,Cell 80,29
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 80,1
2017,OGW-ABMI-893-41,Chironomidae,Cell 35,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 35,7
2017,OGW-ABMI-893-41,Amphipoda,Cell 38,10
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 38,1
2017,OGW-ABMI-893-41,Zygoptera,Cell 38,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 76,19
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 76,4
2017,OGW-ABMI-893-41,Chironomidae,Cell 76,2
2017,OGW-ABMI-893-41,Chaoboridae,Cell 76,1
2017,OGW-ABMI-893-41,Damaged Organisms,Cell 19,2
2017,OGW-ABMI-893-41,Oligochaeta,Cell 19,1
2017,OGW-ABMI-893-41,Amphipoda,Cell 19,16
2017,OGW-ABMI-893-41,Amphipoda,Cell 40,15
2017,OGW-ABMI-893-41,Zygoptera,Cell 40,2
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 16,2
2017,OGW-ABMI-957-41,Oligochaeta,Cell 16,3
2017,OGW-ABMI-957-41,Gastropoda,Cell 16,10
2017,OGW-ABMI-957-41,Amphipoda,Cell 16,2
2017,OGW-ABMI-957-41,Chironomidae,Cell 16,13
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 16,1
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 91,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 91,4
2017,OGW-ABMI-957-41,Hirudinea,Cell 91,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 91,5
2017,OGW-ABMI-957-41,Amphipoda,Cell 91,2
2017,OGW-ABMI-957-41,Hemiptera,Cell 91,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 91,6
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 91,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 60,10
2017,OGW-ABMI-957-41,Hirudinea,Cell 60,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 60,3
2017,OGW-ABMI-957-41,Hydrachnidia,Cell 60,1
2017,OGW-ABMI-957-41,Amphipoda,Cell 60,4
2017,OGW-ABMI-957-41,Chironomidae,Cell 60,10
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 60,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 20,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 20,4
2017,OGW-ABMI-957-41,Amphipoda,Cell 20,4
2017,OGW-ABMI-957-41,Chironomidae,Cell 20,4
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 64,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 64,8
2017,OGW-ABMI-957-41,Hirudinea,Cell 64,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 64,3
2017,OGW-ABMI-957-41,Amphipoda,Cell 64,1
2017,OGW-ABMI-957-41,Coleoptera (adults),Cell 64,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 64,14
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 64,1
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 89,2
2017,OGW-ABMI-957-41,Oligochaeta,Cell 89,5
2017,OGW-ABMI-957-41,Hirudinea,Cell 89,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 89,6
2017,OGW-ABMI-957-41,Amphipoda,Cell 89,3
2017,OGW-ABMI-957-41,Chironomidae,Cell 89,14
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 94,2
2017,OGW-ABMI-957-41,Oligochaeta,Cell 94,5
2017,OGW-ABMI-957-41,Hirudinea,Cell 94,3
2017,OGW-ABMI-957-41,Gastropoda,Cell 94,5
2017,OGW-ABMI-957-41,Hydrachnidia,Cell 94,1
2017,OGW-ABMI-957-41,Amphipoda,Cell 94,1
2017,OGW-ABMI-957-41,Hemiptera,Cell 94,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 94,5
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 86,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 86,7
2017,OGW-ABMI-957-41,Gastropoda,Cell 86,5
2017,OGW-ABMI-957-41,Amphipoda,Cell 86,3
2017,OGW-ABMI-957-41,Chironomidae,Cell 86,7
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 86,3
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 6,2
2017,OGW-ABMI-957-41,Oligochaeta,Cell 6,12
2017,OGW-ABMI-957-41,Gastropoda,Cell 6,2
2017,OGW-ABMI-957-41,Amphipoda,Cell 6,1
2017,OGW-ABMI-957-41,Hemiptera,Cell 6,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 6,11
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 6,1
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 39,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 39,5
2017,OGW-ABMI-957-41,Hirudinea,Cell 39,4
2017,OGW-ABMI-957-41,Gastropoda,Cell 39,1
2017,OGW-ABMI-957-41,Hydrachnidia,Cell 39,1
2017,OGW-ABMI-957-41,Amphipoda,Cell 39,2
2017,OGW-ABMI-957-41,Chironomidae,Cell 39,7
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 39,2
2017,OGW-ABMI-957-41,Oligochaeta,Cell 18,4
2017,OGW-ABMI-957-41,Hirudinea,Cell 18,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 18,2
2017,OGW-ABMI-957-41,Amphipoda,Cell 18,2
2017,OGW-ABMI-957-41,Ephemeroptera,Cell 18,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 18,11
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 18,1
2017,OGW-ABMI-957-41,Damaged Organisms,Cell 74,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 74,5
2017,OGW-ABMI-957-41,Hirudinea,Cell 74,2
2017,OGW-ABMI-957-41,Gastropoda,Cell 74,5
2017,OGW-ABMI-957-41,Amphipoda,Cell 74,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 74,10
2017,OGW-ABMI-957-41,Ceratopogonidae,Cell 74,1
2017,OGW-ABMI-957-41,Amphipoda,Cell 50,5
2017,OGW-ABMI-957-41,Chironomidae,Cell 50,13
2017,OGW-ABMI-957-41,Oligochaeta,Cell 50,8
2017,OGW-ABMI-957-41,Hirudinea,Cell 50,1
2017,OGW-ABMI-957-41,Gastropoda,Cell 50,1
2017,OGW-ABMI-957-41,Oligochaeta,Cell 77,10
2017,OGW-ABMI-957-41,Hirudinea,Cell 77,1
2017,OGW-ABMI-957-41,Gastropoda,Cell 77,1
2017,OGW-ABMI-957-41,Chironomidae,Cell 77,13
2017,OGW-ABMI-957-41,Amphipoda,Cell 77,3
2017,OGW-ABMI-957-41,Ephemeroptera,Cell 77,3
2017,OGW-ABMI-957-41,Hemiptera,Cell 77,1
2017,OGW-ABMI-957-41,Hydrachnidia,Cell 77,1
2017,W1025,Gastropoda,Cell 28,3
2017,W1025,Chironomidae,Cell 28,43
2017,W1025,Coleoptera (larvae),Cell 28,1
2017,W1025,Hemiptera,Cell 28,15
2017,W1025,Amphipoda,Cell 28,8
2017,W1025,Hirudinea,Cell 28,1
2017,W1025,Coleoptera (larvae),Cell 79,2
2017,W1025,Coleoptera (adults),Cell 79,1
2017,W1025,Hemiptera,Cell 79,5
2017,W1025,Amphipoda,Cell 79,4
2017,W1025,Hydrachnidia,Cell 79,1
2017,W1025,Gastropoda,Cell 79,7
2017,W1025,Chironomidae,Cell 79,66
2017,W1025,Hirudinea,Cell 79,3
2017,W1025,Amphipoda,Cell 62,6
2017,W1025,Hirudinea,Cell 62,1
2017,W1025,Hemiptera,Cell 62,4
2017,W1025,Chironomidae,Cell 62,60
2017,W1025,Coleoptera (larvae),Cell 62,3
2017,W1025,Damaged Organisms,Cell 36,1
2017,W1025,Gastropoda,Cell 36,5
2017,W1025,Amphipoda,Cell 36,3
2017,W1025,Hemiptera,Cell 36,2
2017,W1025,Coleoptera (adults),Cell 36,1
2017,W1025,Chironomidae,Cell 36,37
2017,W1025,Gastropoda,Cell 50,3
2017,W1025,Amphipoda,Cell 50,1
2017,W1025,Chironomidae,Cell 50,34
2017,W1025,Hemiptera,Cell 50,8
2017,W1025,Damaged Organisms,Cell 27,2
2017,W1025,Hydrachnidia,Cell 27,2
2017,W1025,Amphipoda,Cell 27,3
2017,W1025,Hemiptera,Cell 27,6
2017,W1025,Chironomidae,Cell 27,54
2017,W1026,Hirudinea,Cell 28,1
2017,W1026,Damaged Organisms,Cell 28,2
