Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Coarse Group,Coarse Group Count,Proportion of Marchant Box Cells Counted
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Plecoptera,0,7
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Simulidae,0,7
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Tabanidae,0,7
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Tipulidae,0,7
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Trichoptera,0,7
Rotation 2,1525,2015,27-Jun-15,KVA2,19-Aug-15,JAD2,Zygoptera,9,7
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Amphipoda,225,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Anisoptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Bivalvia,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Ceratopogonidae,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Chaoboridae,3,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Chironomidae,6,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Coleoptera (adults),1,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Coleoptera (larvae),5,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Culicidae,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Decapoda,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Ephemeroptera,2,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Gastropoda,94,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Hemiptera,6,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Hirudinea,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Hydrachnida,5,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Isopoda,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Lepidoptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Megaloptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Oligochaeta,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Other Diptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Plecoptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Simulidae,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Tabanidae,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Tipulidae,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Trichoptera,0,6
Rotation 2,1526,2015,28-Jun-15,KVA2,24-Aug-15,JLO,Zygoptera,6,6
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Amphipoda,56,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Anisoptera,10,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Bivalvia,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Ceratopogonidae,4,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Chaoboridae,7,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Chironomidae,144,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Coleoptera (adults),0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Coleoptera (larvae),0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Culicidae,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Decapoda,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Ephemeroptera,13,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Gastropoda,13,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Hemiptera,1,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Hirudinea,6,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Hydrachnida,9,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Isopoda,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Lepidoptera,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Megaloptera,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Oligochaeta,5,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Other Diptera,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Plecoptera,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Simulidae,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Tabanidae,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Tipulidae,0,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Trichoptera,14,12
Rotation 2,1529,2015,23-Jul-15,RBU,14-Aug-15,JCR,Zygoptera,74,12
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Amphipoda,327,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Anisoptera,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Bivalvia,3,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Ceratopogonidae,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Chaoboridae,1,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Chironomidae,9,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Coleoptera (adults),0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Coleoptera (larvae),1,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Culicidae,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Decapoda,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Ephemeroptera,1,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Gastropoda,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Hemiptera,3,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Hirudinea,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Hydrachnida,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Isopoda,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Lepidoptera,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Megaloptera,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Oligochaeta,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Other Diptera,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Plecoptera,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Simulidae,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Tabanidae,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Tipulidae,0,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Trichoptera,2,20
Rotation 2,1530,2015,21-Jul-15,RBU,14-Aug-15,JGO2,Zygoptera,11,20
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Amphipoda,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Anisoptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Bivalvia,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Ceratopogonidae,1,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Chaoboridae,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Chironomidae,65,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Coleoptera (adults),1,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Coleoptera (larvae),0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Culicidae,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Decapoda,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Ephemeroptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Gastropoda,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Hemiptera,19,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Hirudinea,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Hydrachnida,1,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Isopoda,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Lepidoptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Megaloptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Oligochaeta,4,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Other Diptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Plecoptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Simulidae,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Tabanidae,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Tipulidae,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Trichoptera,0,100
Rotation 2,1531,2015,22-Jul-15,RBU,10-Aug-15,TMU,Zygoptera,2,100
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Amphipoda,318,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Anisoptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Bivalvia,1,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Ceratopogonidae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Chaoboridae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Chironomidae,8,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Coleoptera (adults),0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Coleoptera (larvae),4,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Culicidae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Decapoda,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Ephemeroptera,5,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Gastropoda,22,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Hemiptera,5,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Hirudinea,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Hydrachnida,5,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Isopoda,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Lepidoptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Megaloptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Oligochaeta,10,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Other Diptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Plecoptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Simulidae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Tabanidae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Tipulidae,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Trichoptera,0,3
Rotation 2,1544,2015,26-Jun-15,JBU,17-Sep-15,CTE,Zygoptera,81,3
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Amphipoda,172,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Anisoptera,1,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Bivalvia,2,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Ceratopogonidae,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Chaoboridae,5,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Chironomidae,17,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Coleoptera (adults),1,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Coleoptera (larvae),2,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Culicidae,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Decapoda,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Ephemeroptera,8,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Gastropoda,85,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Hemiptera,5,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Hirudinea,1,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Hydrachnida,5,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Isopoda,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Lepidoptera,3,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Megaloptera,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Oligochaeta,1,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Other Diptera,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Plecoptera,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Simulidae,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Tabanidae,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Tipulidae,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Trichoptera,0,12
Rotation 2,1545,2015,29-Jun-15,KVA2,24-Aug-15,JGO2,Zygoptera,54,12
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Amphipoda,248,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Anisoptera,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Bivalvia,1,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Ceratopogonidae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Chaoboridae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Chironomidae,65,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Coleoptera (adults),4,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Coleoptera (larvae),19,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Culicidae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Decapoda,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Ephemeroptera,1,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Gastropoda,145,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Hemiptera,278,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Hirudinea,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Hydrachnida,29,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Isopoda,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Lepidoptera,4,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Megaloptera,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Oligochaeta,27,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Other Diptera,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Plecoptera,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Simulidae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Tabanidae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Tipulidae,0,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Trichoptera,2,100
Rotation 2,1556,2015,26-Jun-15,RHO2,24-Aug-15,RHO2,Zygoptera,6,100
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Amphipoda,5,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Anisoptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Bivalvia,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Ceratopogonidae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Chaoboridae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Chironomidae,27,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Coleoptera (adults),0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Coleoptera (larvae),2,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Culicidae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Decapoda,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Ephemeroptera,3,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Gastropoda,47,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Hemiptera,75,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Hirudinea,1,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Hydrachnida,24,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Isopoda,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Lepidoptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Megaloptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Oligochaeta,184,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Other Diptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Plecoptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Simulidae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Tabanidae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Tipulidae,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Trichoptera,0,13
Rotation 2,1557,2015,6-Jul-15,RBU,21-Aug-15,JAL,Zygoptera,1,13
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Amphipoda,77,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Anisoptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Bivalvia,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Ceratopogonidae,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Chaoboridae,1,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Chironomidae,48,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Coleoptera (adults),0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Coleoptera (larvae),2,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Culicidae,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Decapoda,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Ephemeroptera,16,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Gastropoda,173,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Hemiptera,15,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Hirudinea,1,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Hydrachnida,2,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Isopoda,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Lepidoptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Megaloptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Oligochaeta,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Other Diptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Plecoptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Simulidae,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Tabanidae,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Tipulidae,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Trichoptera,0,12
Rotation 2,1573,2015,28-Jun-15,RHO2,6-Aug-15,KVA2,Zygoptera,33,12
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Amphipoda,177,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Anisoptera,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Bivalvia,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Ceratopogonidae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Chaoboridae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Chironomidae,95,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Coleoptera (adults),1,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Coleoptera (larvae),0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Culicidae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Decapoda,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Ephemeroptera,3,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Gastropoda,65,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Hemiptera,4,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Hirudinea,9,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Hydrachnida,1,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Isopoda,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Lepidoptera,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Megaloptera,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Oligochaeta,9,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Other Diptera,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Plecoptera,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Simulidae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Tabanidae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Tipulidae,0,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Trichoptera,4,5
Rotation 2,1574,2015,28-Jun-15,JBU,17-Aug-15,ALA,Zygoptera,0,5
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Amphipoda,257,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Anisoptera,0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Bivalvia,0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Ceratopogonidae,0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Chaoboridae,4,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Chironomidae,18,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Coleoptera (adults),0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Coleoptera (larvae),0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Culicidae,0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Decapoda,0,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Ephemeroptera,8,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Gastropoda,3,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Hemiptera,9,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Hirudinea,3,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Hydrachnida,37,36
Rotation 2,1575,2015,29-Jun-15,RBU,21-Aug-15,JAD2,Isopoda,0,36
