Site Number,Identification Date ,Coarse Sorting Group,Family          (Sub-family for Chironomidae),Genus & Species,Number of Specimens,Confirmed.Family,Confirmed.Genus & Species
CABIN-W478-2,2-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W478-2,,Isopoda,,,,,
CABIN-W478-2,,Decapoda,,,,,
CABIN-W478-2,,Ephemeroptera,,,,,
CABIN-W478-2,,Anisoptera,,,,,
CABIN-W478-2,2-Jul-19,Zygoptera,UID,UID,,,
CABIN-W478-2,,Plecoptera,,,,,
CABIN-W478-2,2-Jul-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W478-2,2-Jul-19,Megaloptera,Corixidae,UID,,,
CABIN-W478-2,,Lepidoptera,,,,,
CABIN-W478-2,2-Jul-19,Trichoptera,Limnephilidae,UID,,,
CABIN-W478-2,2-Jul-19,Coleoptera (adults),Haliplidae,Haliplus immaculicollis,2,Haliplidae,Haliplus immaculicollis
CABIN-W478-2,2-Jul-19,Coleoptera (larvae),Dytiscidae,Graphoderus liberus,2,Dytiscidae,Graphoderus liberus
CABIN-W478-2,2-Jul-19,Coleoptera (larvae),Dytiscidae,Acilius sp.,1,Dytiscidae,Acilius sp.
CABIN-W478-2,2-Jul-19,Coleoptera (larvae),Dytiscidae,Dytiscus sp.,,,
CABIN-W478-2,19-May-20,Chironomidae,Chironominae,Dicrotendipes sp. C RPH,,,
CABIN-W478-2,19-May-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W478-2,19-May-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W478-2,19-May-20,Chironomidae,Chironominae,Polypedilum sp.,,,
CABIN-W478-2,19-May-20,Chironomidae,Chironominae,UID,,,
CABIN-W478-2,19-May-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W478-2,19-May-20,Chironomidae,Orthocladiinae,Cricotopus sp.C RPH,,,
CABIN-W478-2,19-May-20,Chironomidae,Orthocladiinae,Psectrocladius sp. L RPH,,,
CABIN-W478-2,19-May-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W478-2,19-May-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W478-2,19-May-20,Chironomidae,Tanypodinae,Thienemannimyia group,,,
CABIN-W478-2,,Ceratopogonidae,,,,,
CABIN-W478-2,,Tabanidae,,,,,
CABIN-W478-2,,Tipulidae,,,,,
CABIN-W478-2,,Culicidae,,,,,
CABIN-W478-2,,Chaoboridae,,,,,
CABIN-W478-2,,Simuliidae,,,,,
CABIN-W478-2,,Other Diptera,,,,,
CABIN-W478-2,,Other: ,,,,,
CABIN-W478-2,,UMOS,,,,,
CABIN-W605,,Porifera,,,,,
CABIN-W605,,Hydrozoa,,,,,
CABIN-W605,,Platyhelminthes,,,,,
CABIN-W605,,Nematoda,,,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,3,Naididae,Chaetogaster diaphanus
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,UID,1,Naididae,Nais simplex
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,Nais sp.,2,Naididae,Nais sp.
CABIN-W605,,Oligochaeta,,split,23,Naididae,Nais simplex
CABIN-W605,,Oligochaeta,,split,13,Naididae,Nais communis
CABIN-W605,,Oligochaeta,,split,8,Naididae,Nais variabilis
CABIN-W605,10-Aug-20,Oligochaeta,Naididae,UID,7,Naididae,UID
CABIN-W605,,Oligochaeta,,split,11,Naididae,Slavina appendiculata
CABIN-W605,,Oligochaeta,,split,1,Naididae,Pristina leidyi/longiseta
CABIN-W605,3-Jul-19,Hirudinea,Erpobdellidae,UID,,,
CABIN-W605,3-Jul-19,Gastropoda,Planorbidae,Gyraulus crista,,,
CABIN-W605,3-Jul-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W605,3-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W605,3-Jul-19,Gastropoda,Physidae,UID,,,
CABIN-W605,3-Jul-19,Gastropoda,Lymnaeidae,UID,,,
CABIN-W605,3-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W605,23-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W605,23-Oct-20,Hydrachnidia,Hydrodromidae,Hydrodroma sp.,,,
CABIN-W605,23-Oct-20,Hydrachnidia,Mideopsidae,Mideopsis sp.,,,
CABIN-W605,23-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W605,23-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W605,,Cladocera,,,,,
CABIN-W605,,Ostracoda,,,,,
CABIN-W605,,Copepoda,,,,,
CABIN-W605,3-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W605,3-Jul-19,Amphipoda,UID,UID,29,Hyalellidae,Hyalella sp.
CABIN-W605,,Isopoda,,,,,
CABIN-W605,,Decapoda,,,,,
CABIN-W605,3-Jul-19,Ephemeroptera,Caenidae,Caenis youngi,1,Caenidae,Caenis youngi
CABIN-W605,3-Jul-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W605,3-Jul-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W605,3-Jul-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W605,3-Jul-19,Ephemeroptera,UID,UID,,,
CABIN-W605,3-Jul-19,Anisoptera,Aeshnidae,Aeshna sp.,,,
CABIN-W605,3-Jul-19,Anisoptera,UID,UID,,,
CABIN-W605,3-Jul-19,Zygoptera,Lestidae,Lestes congener,2,Lestidae,Lestes congener
CABIN-W605,3-Jul-19,Zygoptera,UID,UID,,,
CABIN-W605,,Plecoptera,,,,,
CABIN-W605,3-Jul-19,Hemiptera,Corixidae,UID,,,
CABIN-W605,,Megaloptera,,,,,
CABIN-W605,3-Jul-19,Lepidoptera,Noctuidae,UID,,,
CABIN-W605,3-Jul-19,Trichoptera,Leptoceridae,UID,,,
CABIN-W605,3-Jul-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W605,,Coleoptera (adults),,,,,
CABIN-W605,3-Jul-19,Coleoptera (larvae),Dytiscidae,Ilybius sp.,1,Dytiscidae,Ilybius sp.
CABIN-W605,3-Jul-19,Coleoptera (larvae),Dytiscidae,Hydroporinae UID,,,
CABIN-W605,3-Jul-19,Coleoptera (larvae),Chrysomelidae,Galerucella sp.,,,
CABIN-W605,3-Jul-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Polypedilum sp. C RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Polypedilum sp. ,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. D RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Chironominae,UID,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Cricotopus sp. E RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Nanocladius sp. A RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Nanocladius sp. B RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. I RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. M RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Tanypodinae,Ablabesmyia sp. G RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Tanypodinae,Ablabesmyia sp.,,,
CABIN-W605,2-Jun-20,Chironomidae,Tanypodinae,Labrundinia sp. B RPH,,,
CABIN-W605,2-Jun-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W605,3-Jul-19,Ceratopogonidae,Ceratopogonidae,Forcipomyia sp.,,,
CABIN-W605,3-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W605,3-Nov-20,Ceratopogonidae,Ceratopogoninae,Ceratopogon/Culicoides/Stilobezzia sp.,,,
CABIN-W605,,Tabanidae,,,,,
CABIN-W605,,Tipulidae,,,,,
CABIN-W605,,Culicidae,,,,,
CABIN-W605,3-Jul-19,Chaoboridae,Chaoboridae,Chaoborus americanus,1,Chaoboridae,Chaoborus americanus
CABIN-W605,,Simuliidae,,,,,
CABIN-W605,3-Jul-19,Other Diptera,Psycodidae,Pericoma/Telmatoscopus sp.,1,Psychodidae,Pericoma/Telmatoscopus sp.
CABIN-W605,,Other: ,,,,,
CABIN-W605,4-Jul-19,UMOS,Libellulidae,Leucorrhinia intacta,2,Libellulidae,Leucorrhinia proxima
CABIN-W605,4-Jul-19,UMOS,Aeshnidae,Aeshna sp.,,,
CABIN-W605,4-Jul-19,UMOS,Lestidae,Lestes congener,2,Lestidae,Lestes congener
CABIN-W605,4-Jul-19,UMOS,Notonectidae,Notonecta kirbyi,1,Notonectidae,Notonecta kirbyi
CABIN-W605,4-Jul-19,UMOS,Notonectidae,Notonecta sp.,,,
CABIN-W605,4-Jul-19,UMOS,Corixidae,Hesperocorixa michigaenis,1,Corixidae,Hesperocorixa michiganensis
CABIN-W605,4-Jul-19,UMOS,Corixidae,Sigara penniensis,2,Corixidae,Sigara penniensis
CABIN-W605,4-Jul-19,UMOS,Corixidae,Sigara decoratella,1,Corixidae,Sigara decoratella
CABIN-W605,4-Jul-19,UMOS,Corixidae,UID,,,
CABIN-W605,4-Jul-19,UMOS,Limnephilidae,Limnephilus sp.,1,Limnephilidae,Limnephilus cf. externus
CABIN-W605,4-Jul-19,UMOS,Phrygaenidae,Banksiola sp.,1,Phryganeidae,Agrypnia sp.
CABIN-W605,4-Jul-19,UMOS,Haliplidae,Haliplus immaculicollis,,,
CABIN-W638,,Porifera,,,,,
CABIN-W638,,Hydrozoa,,,,,
CABIN-W638,,Platyhelminthes,,,,,
CABIN-W638,,Nematoda,,,,,
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Nais sp.,9,Naididae,Nais communis
CABIN-W638,,Oligochaeta,,split,33,Naididae,Nais variabilis
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Vejdovskyella comata,,,
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,Pristina sp.,7,Naididae,Pristina leidyi/longiseta
CABIN-W638,25-Aug-20,Oligochaeta,Naididae,UID,24,Naididae,UID
CABIN-W638,,Oligochaeta,,split,14,Naididae,Slavina appendiculata
CABIN-W638,,Oligochaeta,,split,1,Naididae,Dero nivea
CABIN-W638,,Hirudinea,,,,,
CABIN-W638,4-Jul-19,Gastropoda,Physidae,UID,,,
CABIN-W638,4-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W638,4-Jul-19,Gastropoda,Valvatidae,Valvata lewisi,,,
CABIN-W638,4-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W638,26-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W638,26-Oct-20,Hydrachnidia,Hydrodromidae,Hydrodroma sp.,,,
CABIN-W638,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W638,26-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W638,,Cladocera,,,,,
CABIN-W638,,Ostracoda,,,,,
CABIN-W638,,Copepoda,,,,,
CABIN-W638,4-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W638,,Isopoda,,,,,
CABIN-W638,,Decapoda,,,,,
CABIN-W638,4-Jul-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W638,4-Jul-19,Anisoptera,Libellulidae,UID,,,
CABIN-W638,4-Jul-19,Anisoptera,UID,UID,,,
CABIN-W638,4-Jul-19,Zygoptera,UID,UID,,,
CABIN-W638,,Plecoptera,,,,,
CABIN-W638,4-Jul-19,Hemiptera,Corixidae,Hesperocorixa sp.,,,
CABIN-W638,4-Jul-19,Hemiptera,Corixinae,UID,,,
CABIN-W638,4-Jul-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W638,,Megaloptera,,,,,
CABIN-W638,,Lepidoptera,,,,,
CABIN-W638,4-Jul-19,Trichoptera,Hydroptilidae,Oxyethira sp.,,,
CABIN-W638,4-Jul-19,Trichoptera,Phryganeidae,Phryganea cinerea,,,
CABIN-W638,4-Jul-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W638,4-Jul-19,Trichoptera,Polycentropodidae,UID,,,
CABIN-W638,,Coleoptera (adults),,,,,
CABIN-W638,,Coleoptera (larvae),,,,,
CABIN-W638,3-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Dicrotendipes sp. D RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Dicrotendipes sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Glyptotendipes sp. E RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Microtendipes sp. A RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Pseudochironomus sp. B RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. J RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Chironominae,UID,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Cricotopus sp. B RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. I RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. K RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Tanypodinae,Guttipelopia guttipennis,,,
CABIN-W638,10-Jun-20,Chironomidae,Tanypodinae,Guttipelopia sp.,,,
CABIN-W638,10-Jun-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W638,10-Jun-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W638,4-Jul-19,Ceratopogonidae,Ceratopogoninae,Bezzia/Palpomyia sp.,,,
CABIN-W638,4-Jul-19,Ceratopogonidae,Ceratopogoninae,Culicoides sp.,,,
CABIN-W638,,Tabanidae,,,,,
CABIN-W638,,Tipulidae,,,,,
CABIN-W638,,Culicidae,,,,,
CABIN-W638,,Chaoboridae,,,,,
CABIN-W638,,Simuliidae,,,,,
CABIN-W638,,Other Diptera,,,,,
CABIN-W638,,Other: ,,,,,
CABIN-W638,4-Jul-19,UMOS,Physidae,Physella gyrina,,,
CABIN-W638,4-Jul-19,UMOS,Physidae,UID,,,
CABIN-W638,4-Jul-19,UMOS,Libellulidae,UID,,,
CABIN-W638,4-Jul-19,UMOS,Corixidae,Hesperocorixa michiganensis,1,Corixidae,Hesperocorixa michiganensis
CABIN-W638,4-Jul-19,UMOS,Notonectidae,Notonecta borealis,,,
CABIN-W638,4-Jul-19,UMOS,Phryganeidae,Phryganea cinerea,,,
CABIN-W638-2,,Porifera,,,,,
CABIN-W638-2,,Hydrozoa,,,,,
CABIN-W638-2,,Platyhelminthes,,,,,
CABIN-W638-2,,Nematoda,,,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,Pristina leidyi/longiseta
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,Pristina leidyi/longiseta
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,Pristina leidyi/longiseta
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,1,Naididae,Slavina appendiculata
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,1,Naididae,Slavina appendiculata
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,1,Naididae,Nais simplex
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,,,
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W638-2,,Oligochaeta,,split,4,Naididae,Nais variabilis
CABIN-W638-2,2-Sep-20,Oligochaeta,Naididae,UID,3,Naididae,UID
CABIN-W638-2,,Oligochaeta,,split,3,Naididae,Slavina appendiculata
CABIN-W638-2,2-Sep-20,Oligochaeta,SNI,SNI,,,
CABIN-W638-2,24-Jun-19,Hirudinea,Glossiphoniidae,Theromyzon sp.,1,Glossiphoniidae,Theromyzon sp.
CABIN-W638-2,24-Jun-19,Gastropoda,Physidae,Physella gyrina,,,
CABIN-W638-2,24-Jun-19,Gastropoda,Physidae,UID,,,
CABIN-W638-2,24-Jun-19,Gastropoda,Planorbidae,Gyraulus crista,,,
CABIN-W638-2,24-Jun-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W638-2,24-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W638-2,24-Jun-19,Gastropoda,Valvatidae,Valvata sp.,,,
CABIN-W638-2,2-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W638-2,26-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W638-2,26-Oct-20,Hydrachnidia,Limnocharidae,Limnochares sp.,,,
CABIN-W638-2,26-Oct-20,Hydrachnidia,Oxidae,Frontipoda sp.,,,
CABIN-W638-2,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W638-2,26-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W638-2,,Cladocera,,,,,
CABIN-W638-2,,Ostracoda,,,,,
CABIN-W638-2,,Copepoda,,,,,
CABIN-W638-2,24-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W638-2,,Isopoda,,,,,
CABIN-W638-2,,Decapoda,,,,,
CABIN-W638-2,24-Jun-19,Ephemeroptera,Caenidae,Caenis youngi,,,
CABIN-W638-2,24-Jun-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W638-2,24-Jun-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W638-2,24-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W638-2,24-Jun-19,Anisoptera,Corduliidae,UID,,,
CABIN-W638-2,24-Jun-19,Anisoptera,Libellulidae,UID,,,
CABIN-W638-2,24-Jun-19,Anisoptera,UID,UID,,,
CABIN-W638-2,24-Jun-19,Zygoptera,UID,UID,,,
CABIN-W638-2,,Plecoptera,,,,,
CABIN-W638-2,24-Jun-19,Hemiptera,Corixinae,UID,,,
CABIN-W638-2,,Megaloptera,,,,,
CABIN-W638-2,,Lepidoptera,,,,,
CABIN-W638-2,24-Jun-19,Trichoptera,Hydroptilidae,Oxyethira sp.,,,
CABIN-W638-2,24-Jun-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W638-2,,Coleoptera (adults),,,,,
CABIN-W638-2,,Coleoptera (larvae),,,,,
CABIN-W638-2,9-Jul-20,Chironomidae,SNI,SNI,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Parachironomus sp.,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Pseudochironomus sp. B RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. D RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. J RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. Q RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Chironominae,UID,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Cricotopus sp. B RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Nanocladius sp. E RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Nanocladius sp. ,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. I RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp. K RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Tanypodinae,Ablabesmyia sp. H RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Tanypodinae,Labrundinia sp. B RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Tanypodinae,Labrundinia neopilosella,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W638-2,23-Jun-20,Chironomidae,Tanypodinae,UID,,,
CABIN-W638-2,23-Jun-20,Chironomidae,UID,UID,,,
CABIN-W638-2,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W638-2,,Tabanidae,,,,,
CABIN-W638-2,,Tipulidae,,,,,
CABIN-W638-2,,Culicidae,,,,,
CABIN-W638-2,24-Jun-19,Chaoboridae,Chaoborinae,Chaoborus americanus,,,
CABIN-W638-2,,Simuliidae,,,,,
CABIN-W638-2,,Other Diptera,,,,,
CABIN-W638-2,,Other: ,,,,,
