Site Number,Sorted By,Date Sorted,Coarse Sorting Group,Coarse Sorting Count,Number of Cells Counted in Marchant Box,Lab Comments,Identified By,Identification Date ,Family          (Sub-family for Chironomidae),Genus & Species,Life Stage,Advanced ID Count,Reference Used,Advanced ID Comments,Number of Specimens,Verified by,Verification Date,Family,Genus & Species,Reference Used,Verification Comments,Voucher Selected By,Date Selected,Number of Voucher Specimens ,Vial,Number of Non-voucher Specimens,TMS number,Date Entered in TMS,Comments
W670,STO2,20-Aug-2018,Ceratopogonidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Chaoboridae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Other Diptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W670,STO2,20-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Oligochaeta,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Hirudinea,1,100,,ALA,15-Sep-2020,Glossiphoniidae,Helobdella cf. stagnalis,unknown,1,Clifford 1991,,,,,,,,,ALA,15-Sep-2020,1,mv,0,ABMI.A.42798,,
W679,TAS,22-Aug-2018,Gastropoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Bivalvia,145,100,,ALA,15-Sep-2020,Sphaeriidae,UID,unknown,141,Clifford 1991,,,,,,,,,ALA,15-Sep-2020,0,mv,141,VNA,,
W679,TAS,22-Aug-2018,Hydrachnidia,6,100,,ALA,15-Sep-2020,Pionidae,Piona sp.,adult,3,Proctor 2006,,,,,,,,,ALA,15-Sep-2020,3,mv,0,ABMI.A.42799,,
W679,TAS,22-Aug-2018,Hydrachnidia,split,100,,ALA,15-Sep-2020,UID,UID,deutonymph,3,Proctor 2006,,,,,,,,,ALA,15-Sep-2020,0,mv,3,VNA,,
W679,TAS,22-Aug-2018,Amphipoda,74,100,,ALA,15-Sep-2020,Gammaridae,Gammarus sp.,unknown,5,Marron-Becerra 2020,,,,,,,,,ALA,15-Sep-2020,5,mv,0,ABMI.A.42800,,
W679,TAS,22-Aug-2018,Amphipoda,split,100,,ALA,15-Sep-2020,Hyalellidae,Hyalella cf. azteca,unknown,5,Marron-Becerra 2020,female G1 carpus apparently w/ 3 inner setae,,,,,,,,ALA,15-Sep-2020,5,mv,0,ABMI.A.42801,,
W679,TAS,22-Aug-2018,Amphipoda,split,100,,ALA,15-Sep-2020,Hyalellidae,Hyalella cf. texana,unknown,2,Marron-Becerra 2020,all pleosomes w/ dorsal spines but none on pereon 7; female G2 w/ 4 inner setae; male G2 carpus lobe short,,,,,,,,ALA,15-Sep-2020,2,mv,0,ABMI.A.42802,,
W679,TAS,22-Aug-2018,Amphipoda,split,100,,ALA,15-Sep-2020,Hyalellidae,Hyalella sp.,unknown,61,Marron-Becerra 2020,,,,,,,,,ALA,15-Sep-2020,61,mv,0,ABMI.A.42803,,
W679,TAS,22-Aug-2018,Isopoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Decapoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Ephemeroptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Anisoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Zygoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Plecoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Hemiptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Megaloptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Lepidoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Trichoptera,21,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Coleoptera (adults),0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Coleoptera (larvae),0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Chironomidae,28,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Ceratopogonidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Chaoboridae,5,100,,ALA,15-Sep-2020,Chaoborinae,Chaoborus americanus,larva,3,Haney 2013,,,,,,,,,ALA,15-Sep-2020,3,mv,0,ABMI.A.42804,,
W679,TAS,22-Aug-2018,Chaoboridae,split,100,,ALA,15-Sep-2020,Chaoborinae,Chaoborus flavicans,larva,1,Haney 2013,"pre-labral leaf appendages longer, more slender than americanus",,,,,,,,ALA,15-Sep-2020,1,mv,0,ABMI.A.42805,,
W679,TAS,22-Aug-2018,Chaoboridae,split,100,,ALA,15-Sep-2020,Chaoborinae,Chaoborus sp.,larva,1,Haney 2013,,,,,,,,,ALA,15-Sep-2020,1,mv,0,ABMI.A.42806,,
W679,TAS,22-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Other Diptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W679,TAS,22-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Oligochaeta,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Hirudinea,4,8,,ALA,16-Sep-2020,Glossiphoniidae,UID,unknown,4,Clifford 1991,,,,,,,,,ALA,16-Sep-2020,0,mv,4,VNA,,
W680,TAS,7-Aug-2018,Gastropoda,11,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Bivalvia,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Hydrachnidia,1,8,,ALA,16-Sep-2020,UID,UID,deutonymph,1,Proctor 2006,,,,,,,,,ALA,16-Sep-2020,0,mv,1,VNA,,
W680,TAS,7-Aug-2018,Amphipoda,283,8,,ALA,16-Sep-2020,Gammaridae,Gammarus sp.,unknown,28,Marron-Becerra 2020,,,,,,,,,ALA,16-Sep-2020,28,mv,0,ABMI.A.42807,,
W680,TAS,7-Aug-2018,Amphipoda,split,8,,ALA,16-Sep-2020,Hyalellidae,Hyalella cf. azteca,unknown,5,Marron-Becerra 2020,"telson, female G2 carpal setae don't match description",,,,,,,,ALA,16-Sep-2020,5,mv,0,ABMI.A.42808,,
W680,TAS,7-Aug-2018,Amphipoda,split,8,,ALA,16-Sep-2020,Hyalellidae,Hyalella sp.,unknown,252,Marron-Becerra 2020,,,,,,,,,ALA,16-Sep-2020,252,mv,0,ABMI.A.42809,,
W680,TAS,7-Aug-2018,Isopoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Decapoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Ephemeroptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Anisoptera,1,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Zygoptera,2,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Plecoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Hemiptera,4,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Megaloptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Lepidoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Trichoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Coleoptera (adults),0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Coleoptera (larvae),18,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Chironomidae,25,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Ceratopogonidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Tabanidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Tipulidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Culicidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Chaoboridae,4,8,,ALA,16-Sep-2020,Choaborinae,Chaoborus americanus,larva,1,Haney 2013,,,,,,,,,ALA,16-Sep-2020,1,mv,0,ABMI.A.42810,,
W680,TAS,7-Aug-2018,Chaoboridae,split,8,,ALA,16-Sep-2020,Choaborinae,"Chaoborus sp,",larva,3,Haney 2013,,,,,,,,,ALA,16-Sep-2020,3,mv,0,ABMI.A.42811,,
W680,TAS,7-Aug-2018,Simuliidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Other Diptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,Other: ,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W680,TAS,7-Aug-2018,UMOS,11,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Oligochaeta,64,7,,ALA,21-Sep-2020,Enchytraeidae,UID,unknown,1,Thorp 2016,"uncertain, slide shared with 2 x Stylaria lacustris and 5 x Chaetogaster",1,ALA,13-Nov-20,Lumbriculidae,UID,Brinkhurst 1986,,ALA,21-Sep-2020,0,mv,1,VNA,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,ALA,21-Sep-2020,Naididae,Stylaria lacustris,unknown,45,Thorp 2016,,52,ALA,13-Nov-20,Naididae,Stylaria lacustris,Brinkhurst 1986,,ALA,21-Sep-2020,8,mv,44,ABMI.A.42819,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,ALA,21-Sep-2020,Naididae,Chaetogaster sp.,unknown,6,Thorp 2016,,3,ALA,13-Nov-20,Naididae,Chaetogaster diaphanus,Brinkhurst 1986,,ALA,21-Sep-2020,0,mv,3,VNA,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,,,,split,,split,,,1,ALA,13-Nov-20,Naididae,Chaetogaster limnaei,Brinkhurst 1986,,ALA,13-Nov-2020,1,slide,1,VNA,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,ALA,21-Sep-2020,Naididae,Nais sp.,unknown,3,Thorp 2016,"slide shared with 3 x Stylaria, 1 x Chaetogaster, and 13 x Naididae UID",1,ALA,13-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,21-Sep-2020,0,mv,1,VNA,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,,,,split,,split,,,3,ALA,13-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,13-Nov-2020,0,slide,3,VNA,,
W681,WMO,14-Aug-2018,Oligochaeta,split,7,,ALA,21-Sep-2020,Naididae,UID,unknown,13,Thorp 2016,,1,ALA,13-Nov-20,Naididae,Nais sp.,Brinkhurst 1986,,ALA,21-Sep-2020,0,mv,1,VNA,,
W681,WMO,14-Aug-2018,Hirudinea,13,7,,ALA,17-Sep-2020,Glossiphoniidae,Helobdella cf. stagnalis,unknown,6,Clifford 1991,species complex,,,,,,,,ALA,17-Sep-2020,6,mv,0,ABMI.A.42814,,
W681,WMO,14-Aug-2018,Hirudinea,split,7,,ALA,17-Sep-2020,Glossiphoniidae,UID,unknown,6,Clifford 1991,,,,,,,,,ALA,17-Sep-2020,0,mv,6,VNA,,
W681,WMO,14-Aug-2018,Gastropoda,12,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Bivalvia,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Hydrachnidia,2,7,,ALA,17-Sep-2020,Limnesiidae,Limnesia sp.,adult,1,Proctor 2006,,,,,,,,,ALA,17-Sep-2020,1,mv,0,ABMI.A.42815,,
W681,WMO,14-Aug-2018,Hydrachnidia,split,7,,ALA,17-Sep-2020,UID,UID,deutonymph,2,Proctor 2006,,,,,,,,,ALA,17-Sep-2020,0,mv,2,VNA,,
W681,WMO,14-Aug-2018,Amphipoda,9,7,,ALA,17-Sep-2020,Hyalellidae,Hyalella sp.,unknown,9,Clifford 1991,"appear to be no fully mature specimens (max. 5 mm), largest male's G2s like azteca, one female with 3 mucronations",,,,,,,,ALA,17-Sep-2020,9,mv,0,ABMI.A.42816,,
W681,WMO,14-Aug-2018,Isopoda,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Decapoda,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Ephemeroptera,1,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Anisoptera,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Zygoptera,1,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Plecoptera,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Hemiptera,15,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Megaloptera,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Lepidoptera,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Trichoptera,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Coleoptera (adults),1,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Coleoptera (larvae),11,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Chironomidae,19,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Ceratopogonidae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Tabanidae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Tipulidae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Culicidae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Chaoboridae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Simuliidae,0,7,,,,,,,,,,,,,,,,,,,,,,,,
W681,WMO,14-Aug-2018,Other Diptera,1,7,,ALA,17-Sep-2020,Ephydridae,Setacera sp.,larva,1,Merritt 2019,,,,,,,,,ALA,17-Sep-2020,1,mv,0,ABMI.A.42817,,
W681,WMO,14-Aug-2018,Other: Conchostraca,265,7,,ALA,17-Sep-2020,Lynceidae,Lynceus sp.,unknown,265,Thorp 2016,uncertain,,,,,,,,ALA,17-Sep-2020,265,scv,0,ABMI.A.42818,,
W681,WMO,14-Aug-2018,UMOS,2,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Oligochaeta,59,8,,ALA,28-Sep-2020,Naididae,Stylaria lacustris,unknown,34,Thorp 2016,some non-vouchers on shared slides,,,,,,,,ALA,28-Sep-2020,1,slide,33,ABMI.A.42738,,
W694,ALA,29-Aug-2018,Oligochaeta,split,8,,ALA,28-Sep-2020,Naididae,Nais sp.,unknown,8,Thorp 2016,some non-vouchers on shared slides,8,ALA,13-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,28-Sep-2020,0,slide,8,VNA,,
W694,ALA,29-Aug-2018,Oligochaeta,split,8,,,,,split,,split,,,4,ALA,13-Nov-20,Naididae,Nais simplex,Brinkhurst 1986,,ALA,13-Nov-2020,0,slide,4,VNA,,
W694,ALA,29-Aug-2018,Oligochaeta,split,8,,ALA,28-Sep-2020,Naididae,Slavina appendiculata,unknown,1,Thorp 2016,"slide shared with 1 x Nais, 8 x Stylaria lacustris, 1 x Naididae UID",3,ALA,13-Nov-20,Naididae,Slavina appendiculata,Brinkhurst 1986,,ALA,28-Sep-2020,0,slide,3,VNA,,
W694,ALA,29-Aug-2018,Oligochaeta,split,8,,ALA,29-Oct-2020,Naididae,Dero sp.,unknown,6,Thorp 2016,,2,ALA,13-Nov-20,Naididae,Dero sp.,Brinkhurst 1986,"hard to tell if digitata, nivea, or trifida",ALA,29-Oct-2020,2,slide,0,ABMI.A.42790,,
W694,ALA,29-Aug-2018,Oligochaeta,split,8,,ALA,28-Sep-2020,Naididae,UID,unknown,6,Thorp 2016,on shared slides,4,ALA,13-Nov-20,Naididae,UID,Brinkhurst 1986,,ALA,28-Sep-2020,0,slide,4,VNA,,
W694,ALA,29-Aug-2018,Hirudinea,4,8,,ALA,23-Sep-2020,Erpobdellidae,UID,unknown,4,Clifford 1991,,,,,,,,,ALA,23-Sep-2020,0,mv,4,VNA,,
W694,ALA,29-Aug-2018,Gastropoda,18,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Bivalvia,1,8,,ALA,23-Sep-2020,Sphaeriidae,UID,unknown,1,Clifford 1991,,,,,,,,,ALA,23-Sep-2020,0,mv,1,VNA,,
W694,ALA,29-Aug-2018,Hydrachnidia,11,8,,ALA,23-Sep-2020,Arrenuridae,Arrenurus sp.,adult,1,Proctor 2006,,,,,,,,,ALA,23-Sep-2020,1,mv,0,ABMI.A.42820,,
W694,ALA,29-Aug-2018,Hydrachnidia,split,8,,ALA,23-Sep-2020,Hydrodromidae,Hydrodroma sp.,adult,2,Proctor 2006,,,,,,,,,ALA,23-Sep-2020,2,mv,0,ABMI.A.42821,,
W694,ALA,29-Aug-2018,Hydrachnidia,split,8,,ALA,23-Sep-2020,Hydrozetidae,Hydrozetes sp.,adult,2,Proctor 2006,"Oribatid, not Hydrachnidia",,,,,,,,ALA,23-Sep-2020,2,mv,0,ABMI.A.42822,,
W694,ALA,29-Aug-2018,Hydrachnidia,split,8,,ALA,23-Sep-2020,Limnesiidae,Limnesia sp.,adult,2,Proctor 2006,,,,,,,,,ALA,23-Sep-2020,2,mv,0,ABMI.A.42823,,
W694,ALA,29-Aug-2018,Hydrachnidia,split,8,,ALA,23-Sep-2020,Limnocharidae,Limnochares sp.,adult,1,Proctor 2006,,,,,,,,,ALA,23-Sep-2020,1,mv,0,ABMI.A.42824,,
W694,ALA,29-Aug-2018,Hydrachnidia,split,8,,ALA,23-Sep-2020,Unionicolidae,Unionicola sp.,adult,3,Proctor 2006,,,,,,,,,ALA,23-Sep-2020,3,mv,0,ABMI.A.42825,,
W694,ALA,29-Aug-2018,Amphipoda,121,8,,ALA,23-Sep-2020,Gammaridae,Gammarus sp.,unknown,2,Clifford 1991,,,,,,,,,ALA,23-Sep-2020,2,mv,0,ABMI.A.42826,,
W694,ALA,29-Aug-2018,Amphipoda,split,8,,ALA,23-Sep-2020,Hyalellidae,Hyalella sp.,unknown,117,Clifford 1991,too immature to ID to species,,,,,,,,ALA,23-Sep-2020,117,mv,0,ABMI.A.42827,,
W694,ALA,29-Aug-2018,Isopoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Decapoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Ephemeroptera,4,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Anisoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Zygoptera,23,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Plecoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Hemiptera,9,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Megaloptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Lepidoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Trichoptera,10,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Coleoptera (adults),0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Coleoptera (larvae),1,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Chironomidae,116,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Ceratopogonidae,13,8,,ALA,23-Sep-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larava,13,Merritt 2019,severl genera indistinguishable,,,,,,,,ALA,23-Sep-2020,13,mv,0,ABMI.A.42828,,
W694,ALA,29-Aug-2018,Tabanidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Tipulidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Culicidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Chaoboridae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Simuliidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Other Diptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,Other: ,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W694,ALA,29-Aug-2018,UMOS,8,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Oligochaeta,74,35,,ALA,28-Sep-2020,Naididae,Aulodrilus sp.,unknown,37,Thorp 2010,"previously Tubificidae, at least 2 species in site (one w/ hair chaetae and one w/out)",4,ALA,16-Nov-20,Naididae,Haemonais waldvogeli,Brinkhurst 1986,,ALA,28-Sep-2020,0,slide,4,VNA,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,,,,split,,split,,,12,ALA,16-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" immature with hair chaetae",ALA,16-Nov-2020,1,slide,11,ABMI.A.42792,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,,,,split,,split,,,19,ALA,16-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" immature without hair chaetae",ALA,16-Nov-2020,0,slide,19,VNA,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,,,,split,,split,,,3,ALA,16-Nov-20,UID,UID,Brinkhurst 1986,some chaetae might be missing,ALA,16-Nov-2020,0,slide,3,VNA,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,ALA,28-Sep-2020,Naididae,Nais sp.,unknown,14,Thorp 2010,,0,,,,,,moved into species IDs,ALA,28-Sep-2020,0,slide,0,VNA,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,ALA,28-Sep-2020,Naididae,Vejdovskyella sp.,unknown,1,Thorp 2010,uncertain,1,ALA,16-Nov-20,Naididae,Vejdovskyella comata,Brinkhurst 1986,,ALA,28-Sep-2020,1,slide,0,ABMI.A.42813,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,ALA,28-Sep-2020,Naididae,Stylaria lacustris,unknown,7,Thorp 2010,shared slides,0,,,,,,moved into other taxa,ALA,28-Sep-2020,0,slide,0,VNA,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,ALA,28-Sep-2020,Naididae,Slavina appendiculata,unknown,1,Thorp 2010,shared slides,14,ALA,16-Nov-20,Naididae,Slavina appendiculata,Brinkhurst 1986,,ALA,28-Sep-2020,1,slide,13,ABMI.A.42737,,
W695,TAS,23-Aug-2018,Oligochaeta,split,35,,ALA,28-Sep-2020,Naididae,Pristina sp.,unknown,2,Thorp 2010,shared slides,8,ALA,16-Nov-20,Naididae,Pristina leidyi/longiseta,Brinkhurst 1986,,ALA,28-Sep-2020,0,slide,8,VNA,,
W695,TAS,23-Aug-2018,Hirudinea,2,35,,ALA,24-Sep-2020,Erpobdellidae,UID,unknown,2,Clifford 1991,,,,,,,,,ALA,24-Sep-2020,0,mv,2,VNA,,
W695,TAS,23-Aug-2018,Gastropoda,11,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Bivalvia,29,35,,ALA,24-Sep-2020,Sphaeriidae,UID,unknown,29,Clifford 1991,,,,,,,,,ALA,24-Sep-2020,0,mv,29,VNA,,
W695,TAS,23-Aug-2018,Hydrachnidia,20,35,,ALA,24-Sep-2020,Arrenuridae,Arrenurus sp.,adult,1,Proctor 2006,,,,,,,,,ALA,24-Sep-2020,1,mv,0,ABMI.A.42829,,
W695,TAS,23-Aug-2018,Hydrachnidia,split,35,,ALA,24-Sep-2020,Eylaidae,Eylais sp.,adult,1,Proctor 2006,,,,,,,,,ALA,24-Sep-2020,1,mv,0,ABMI.A.42830,,
W695,TAS,23-Aug-2018,Hydrachnidia,split,35,,ALA,24-Sep-2020,Pionidae,Piona sp.,adult,4,Proctor 2006,,,,,,,,,ALA,24-Sep-2020,4,mv,0,ABMI.A.42831,,
W695,TAS,23-Aug-2018,Hydrachnidia,split,35,,ALA,24-Sep-2020,Unionicolidae,Unionicola sp.,adult,5,Proctor 2006,,,,,,,,,ALA,24-Sep-2020,5,mv,0,ABMI.A.42832,,
W695,TAS,23-Aug-2018,Hydrachnidia,split,35,,ALA,24-Sep-2020,UID,UID,deutonymph,9,Proctor 2006,,,,,,,,,ALA,24-Sep-2020,0,mv,9,VNA,,
W695,TAS,23-Aug-2018,Amphipoda,82,35,,ALA,24-Sep-2020,Hyalellidae,Hyalella cf. azteca,unknown,3,Marron-Becerra 2020,1 female 2 males,,,,,,,,ALA,24-Sep-2020,3,mv,0,ABMI.A.42833,,
W695,TAS,23-Aug-2018,Amphipoda,split,35,,ALA,24-Sep-2020,Hyalellidae,Hyalella sp.,unknown,81,Clifford 1991,,,,,,,,,ALA,24-Sep-2020,81,mv,0,ABMI.A.42834,,
W695,TAS,23-Aug-2018,Isopoda,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Decapoda,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Ephemeroptera,18,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Anisoptera,10,35,,,,,,,,,,,,,,,,,,,,,,,,
