Row,Target_Group,Coarse_Group,Phylum,Class,Order,Family,Subfamily,Genus,Species,Final_ID_portal,Final_ID,Scientific_Name,Rank,Scientific_Name_Analysis,Analysis_Name,Analysis_Mode,Analysis_Grouping,Analysis_Rank,Distribution_Method,Feeding_Group,Feeding_mode,Conductivity_Sensitivity,DO2_Sensitivity,DOC_Sensitivity,pH_High_Sensitivity,pH_Low_Sensitivity,TN_Sensitivity,TP_Sensitivity,Notes
483,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Curculionidae,VNA,Tychius,sp.,Tychius,Tychius sp.,Tychius sp.,Genus,Tychius sp.,Tychius.sp.,Presence,Curculionidae,Family,VNA,Shreder,herbivore,7,6,9,6,10,7,6,
484,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Agabus,ajax,Agabus ajax,Agabus ajax,Agabus ajax,Species,Agabus ajax,Agabus.ajax,Presence,Agabus.sp.,Genus,VNA,Predator,piercer,8,5,9,7,9,7,6,
485,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Agabus,antennatus,Agabus antennatus,Agabus antennatus,Agabus antennatus,Species,Agabus antennatus,Agabus.antennatus,Presence,Agabus.sp.,Genus,VNA,Predator,piercer,8,5,9,7,9,7,6,
486,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Agabus,sp.,Agabus,Agabus sp.,Agabus sp.,Genus,Agabus sp.,Agabus.sp.,Presence,Agabus.sp.,Genus,VNA,Predator,piercer,8,5,9,7,9,7,6,
487,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Agabus,tristis,Agabus tristis,Agabus tristis,Agabus tristis,Species,Agabus tristis,Agabus.tristis,Presence,Agabus.sp.,Genus,VNA,Predator,piercer,8,5,9,7,9,7,6,
488,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,angustior,Ilybius angustior,Ilybius angustior,Ilybius angustior,Species,Ilybius angustior,Ilybius.angustior,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
489,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,discedens,Ilybius discedens,Ilybius discedens,Ilybius discedens,Species,Ilybius discedens,Ilybius.discedens,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
490,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,pleuriticus,Ilybius pleuriticus,Ilybius pleuriticus,Ilybius pleuriticus,Species,Ilybius pleuriticus,Ilybius.pleuriticus,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
491,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,sp.,Ilybius,Ilybius sp.,Ilybius sp.,Genus,Ilybius sp.,Ilybius.sp.,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
492,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,subaeneus,Ilybius subaeneus,Ilybius subaeneus,Ilybius subaeneus,Species,Ilybius subaeneus,Ilybius.subaeneus,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
493,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Ilybius,vittiger,Ilybius vittiger,Ilybius vittiger,Ilybius vittiger,Species,Ilybius vittiger,Ilybius.vittiger,Presence,Ilybius.sp.,Genus,VNA,Predator,piercer,9,4,9,8,7,8,6,
494,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Colymbetes,exaratus,Colymbetes exaratus,Colymbetes exaratus,Colymbetes exaratus,Species,Colymbetes exaratus,Colymbetes.exaratus,Presence,Colymbetes.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
495,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Colymbetes,sp.,Colymbetes,Colymbetes sp.,Colymbetes sp.,Genus,Colymbetes sp.,Colymbetes.sp.,Presence,Colymbetes.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
496,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Neoscutopterus,angustus,Neoscutopterus angustus,Neoscutopterus angustus,Neoscutopterus angustus,Species,Neoscutopterus angustus,Neoscutopterus.angustus,Presence,Neoscutopterus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
497,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Neoscutopterus,sp.,Neoscutopterus,Neoscutopterus sp.,Neoscutopterus sp.,Genus,Neoscutopterus sp.,Neoscutopterus.sp.,Presence,Neoscutopterus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
498,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Rhantus,consimilis,Rhantus consimilis,Rhantus consimilis,Rhantus consimilis,Species,Rhantus consimilis,Rhantus.consimilis,Abundance,Rhantus.sp.,Genus,VNA,Predator,piercer,7,5,9,7,10,6,5,
499,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Rhantus,sericans,Rhantus sericans,Rhantus sericans,Rhantus sericans,Species,Rhantus sericans,Rhantus.sericans,Abundance,Rhantus.sp.,Genus,VNA,Predator,piercer,7,5,9,7,10,6,5,
500,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Rhantus,sp.,Rhantus,Rhantus sp.,Rhantus sp.,Genus,Rhantus sp.,Rhantus.sp.,Abundance,Rhantus.sp.,Genus,VNA,Predator,piercer,7,5,9,7,10,6,5,
501,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Colymbetinae,Rhantus,wallisi,Rhantus wallisi,Rhantus wallisi,Rhantus wallisi,Species,Rhantus wallisi,Rhantus.wallisi,Abundance,Rhantus.sp.,Genus,VNA,Predator,piercer,7,5,9,7,10,6,5,
502,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Coptotominae,Coptotomus,longulus,Coptotomus longulus,Coptotomus longulus,Coptotomus longulus,Species,Coptotomus longulus,Coptotomus.longulus,Presence,Coptotomus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
503,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Coptotominae,Coptotomus,sp.,Coptotomus,Coptotomus sp.,Coptotomus sp.,Genus,Coptotomus sp.,Coptotomus.sp.,Presence,Coptotomus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
504,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,athabascae,Acilius athabascae,Acilius athabascae,Acilius athabascae,Species,Acilius athabascae,Acilius.athabascae,Presence,Acilius.sp.,Genus,VNA,Predator,piercer,10,6,10,9,7,8,8,
505,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,semisulcatus,Acilius semisulcatus,Acilius semisulcatus,Acilius semisulcatus,Species,Acilius semisulcatus,Acilius.semisulcatus,Presence,Acilius.sp.,Genus,VNA,Predator,piercer,10,6,10,9,7,8,8,
506,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Acilius,sp.,Acilius,Acilius sp.,Acilius sp.,Genus,Acilius sp.,Acilius.sp.,Presence,Acilius.sp.,Genus,VNA,Predator,piercer,10,6,10,9,7,8,8,
507,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,alaskanus,Dytiscus alaskanus,Dytiscus alaskanus,Dytiscus alaskanus,Species,Dytiscus alaskanus,Dytiscus.alaskanus,Presence,Dytiscus.sp.,Genus,VNA,Predator,piercer,7,6,9,7,10,7,5,
508,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Dytiscus,sp.,Dytiscus,Dytiscus sp.,Dytiscus sp.,Genus,Dytiscus sp.,Dytiscus.sp.,Presence,Dytiscus.sp.,Genus,VNA,Predator,piercer,7,6,9,7,10,7,5,
509,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Graphoderus,liberus,Graphoderus liberus,Graphoderus liberus,Graphoderus liberus,Species,Graphoderus liberus,Graphoderus.liberus,Abundance,Graphoderus.sp.,Genus,VNA,Predator,piercer,9,5,9,8,9,8,6,
510,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Graphoderus,occidentalis,Graphoderus occidentalis,Graphoderus occidentalis,Graphoderus occidentalis,Species,Graphoderus occidentalis,Graphoderus.occidentalis,Abundance,Graphoderus.sp.,Genus,VNA,Predator,piercer,9,5,9,8,9,8,6,
511,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Graphoderus,perplexus,Graphoderus perplexus,Graphoderus perplexus,Graphoderus perplexus,Species,Graphoderus perplexus,Graphoderus.perplexus,Abundance,Graphoderus.sp.,Genus,VNA,Predator,piercer,9,5,9,8,9,8,6,
512,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscinae,Graphoderus,sp.,Graphoderus,Graphoderus sp.,Graphoderus sp.,Genus,Graphoderus sp.,Graphoderus.sp.,Abundance,Graphoderus.sp.,Genus,VNA,Predator,piercer,9,5,9,8,9,8,6,
513,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,impressopunctatus,Coelambus impressopunctatus,Coelambus impressopunctatus,Coelambus impressopunctatus,Species,Coelambus impressopunctatus,Coelambus.impressopunctatus,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
514,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,marklini,Coelambus marklini,Coelambus marklini,Coelambus marklini,Species,Coelambus marklini,Coelambus.marklini,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
515,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,masculinus,Coelambus masculinus,Coelambus masculinus,Coelambus masculinus,Species,Coelambus masculinus,Coelambus.masculinus,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
516,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,patruelis,Coelambus patruelis,Coelambus patruelis,Coelambus patruelis,Species,Coelambus patruelis,Coelambus.patruelis,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
517,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,punctilineatus,Coelambus punctilineatus,Coelambus punctilineatus,Coelambus punctilineatus,Species,Coelambus punctilineatus,Coelambus.punctilineatus,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
518,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,salinarius,Coelambus salinarius,Coelambus salinarius,Coelambus salinarius,Species,Coelambus salinarius,Coelambus.salinarius,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
519,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,sellatus,Coelambus sellatus,Coelambus sellatus,Coelambus sellatus,Species,Coelambus sellatus,Coelambus.sellatus,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
520,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,semivittatus,Coelambus semivittatus,Coelambus semivittatus,Coelambus semivittatus,Species,Coelambus semivittatus,Coelambus.semivittatus,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
521,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,sp.,Coelambus,Coelambus sp.,Coelambus sp.,Genus,Coelambus sp.,Coelambus.sp.,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
522,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,tumidiventris,Coelambus tumidiventris,Coelambus tumidiventris,Coelambus tumidiventris,Species,Coelambus tumidiventris,Coelambus.tumidiventris,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
523,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Coelambus,unguicularis,Coelambus unguicularis,Coelambus unguicularis,Coelambus unguicularis,Species,Coelambus unguicularis,Coelambus.unguicularis,Presence,Coelambus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
524,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,sp.,Hydroporus,Hydroporus sp.,Hydroporus sp.,Genus,Hydroporus sp.,Hydroporus.sp.,Presence,Hydroporus.sp.,Genus,VNA,Predator,piercer,9,6,9,7,10,7,6,
525,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hygrotus,sayi,Hygrotus sayi,Hygrotus sayi,Hygrotus sayi,Species,Hygrotus sayi,Hygrotus.sayi,Presence,Hygrotus.sayi,Species,VNA,Predator,piercer,9,4,10,8,10,8,6,
526,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hygrotus,sp.,Hygrotus,Hygrotus sp.,Hygrotus sp.,Genus,Hygrotus sp.,Hygrotus.sp.other,Presence,Hygrotus.sp.other,Species complex,VNA,Predator,piercer,4,4,8,5,10,4,7,"although this is a genus, H. sayi responds very differently, treat this genus as a separate species for now"
527,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,affinis,Liodessus affinis,Liodessus affinis,Liodessus affinis,Species,Liodessus affinis,Liodessus.affinis,Presence,Liodessus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
528,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,cantralli,Liodessus cantralli,Liodessus cantralli,Liodessus cantralli,Species,Liodessus cantralli,Liodessus.cantralli,Presence,Liodessus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
529,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,obscurellus,Liodessus obscurellus,Liodessus obscurellus,Liodessus obscurellus,Species,Liodessus obscurellus,Liodessus.obscurellus,Presence,Liodessus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
530,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,sp.,Liodessus,Liodessus sp.,Liodessus sp.,Genus,Liodessus sp.,Liodessus.sp.,Presence,Liodessus.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
531,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,sp.,Neoporus,Neoporus sp.,Neoporus sp.,Genus,Neoporus sp.,Neoporus.sp.,Presence,Distribute.to.Children,,DPAC-SG,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
532,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,superioris,Neoporus superioris,Neoporus superioris,Neoporus superioris,Species,Neoporus superioris,Neoporus.superioris,Presence,Neoporus.superioris,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
533,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,undulatus,Neoporus undulatus,Neoporus undulatus,Neoporus undulatus,Species,Neoporus undulatus,Neoporus.undulatus,Presence,Neoporus.undulatus,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
534,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Oreodytes,snoqualmie,Oreodytes snoqualmie,Oreodytes snoqualmie,Oreodytes snoqualmie,Species,Oreodytes snoqualmie,Oreodytes.snoqualmie,Presence,Oreodytes.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
535,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Oreodytes,sp.,Oreodytes,Oreodytes sp.,Oreodytes sp.,Genus,Oreodytes sp.,Oreodytes.sp.,Presence,Oreodytes.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
536,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Sanfilippodytes,sp.,Sanfilippodytes,Sanfilippodytes sp.,Sanfilippodytes sp.,Genus,Sanfilippodytes sp.,Sanfilippodytes.sp.,Presence,Sanfilippodytes.sp.,Genus,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
537,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Stictotarsus,griseostriatus,Stictotarsus griseostriatus,Stictotarsus griseostriatus,Stictotarsus griseostriatus,Species,Stictotarsus griseostriatus,Stictotarsus.griseostriatus,Presence,Stictotarsus.griseostriatus,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
538,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Stictotarsus,sp.,Stictotarsus,Stictotarsus sp.,Stictotarsus sp.,Genus,Stictotarsus sp.,Stictotarsus.sp.,Presence,Distribute.to.Children,,DPAC-SG,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
539,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Stictotarsus,spenceri,Stictotarsus spenceri,Stictotarsus spenceri,Stictotarsus spenceri,Species,Stictotarsus spenceri,Stictotarsus.spenceri,Presence,Stictotarsus.spenceri,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
540,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,UID,UID,Hydroporinae UID,Hydroporinae UID,Hydroporinae UID,Subfamily,Hydroporinae UID,Hydroporinae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Predator,piercer,4,6,7,7,10,5,5,sub-family
541,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,biguttatus,Laccophilus biguttatus,Laccophilus biguttatus,Laccophilus biguttatus,Species,Laccophilus biguttatus,Laccophilus.biguttatus,Abundance,Laccophilus.biguttatus,Species,VNA,Predator,piercer,8,6,9,6,10,7,5,
542,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,maculosus,Laccophilus maculosus,Laccophilus maculosus,Laccophilus maculosus,Species,Laccophilus maculosus,Laccophilus.maculosus,Abundance,Laccophilus.maculosus,Species,VNA,Predator,piercer,8,6,9,6,10,7,5,
543,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilinae,Laccophilus,sp.,Laccophilus,Laccophilus sp.,Laccophilus sp.,Genus,Laccophilus sp.,Laccophilus.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Predator,piercer,8,6,9,6,10,7,5,
544,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Dytiscidae,UID,UID,UID,Dytiscidae UID,Dytiscidae UID,Dytiscidae UID,Family,Dytiscidae UID,Dytiscidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Predator,piercer,6,5,9,6,10,6,5,response to water PChem differs between genera
545,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Elmidae,Elminae,Dubiraphia,bivittata,Dubiraphia bivittata,Dubiraphia bivittata,Dubiraphia bivittata,Species,Dubiraphia bivittata,Dubiraphia.bivittata,Presence,Elmidae,Family,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
546,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Elmidae,Elminae,Dubiraphia,sp.,Dubiraphia,Dubiraphia sp.,Dubiraphia sp.,Genus,Dubiraphia sp.,Dubiraphia.sp.,Presence,Elmidae,Family,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
547,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Elmidae,Elminae,Optioservus,sp.,Optioservus,Optioservus sp.,Optioservus sp.,Genus,Optioservus sp.,Optioservus.sp.,Presence,Elmidae,Family,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
548,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Elmidae,UID,UID,UID,Elmidae UID,Elmidae UID,Elmidae UID,Family,Elmidae UID,Elmidae.UID,Presence,Elmidae,Family,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
549,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Erirhinidae ,VNA,Notiodes,ovalis,Notiodes ovalis,Notiodes ovalis,Notiodes ovalis,Species,Notiodes ovalis,Notiodes.ovalis,Presence,Notiodes.sp.,Genus,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
550,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Erirhinidae ,VNA,Notiodes,sp.,Notiodes,Notiodes sp.,Notiodes sp.,Genus,Notiodes sp.,Notiodes.sp.,Presence,Notiodes.sp.,Genus,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
551,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Erirhinidae ,VNA,Tanysphyrus,lemnae,Tanysphyrus lemnae,Tanysphyrus lemnae,Tanysphyrus lemnae,Species,Tanysphyrus lemnae,Tanysphyrus.lemnae,Presence,Tanysphyrus.sp.,Genus,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
552,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Erirhinidae ,VNA,Tanysphyrus,sp.,Tanysphyrus,Tanysphyrus sp.,Tanysphyrus sp.,Genus,Tanysphyrus sp.,Tanysphyrus.sp.,Presence,Tanysphyrus.sp.,Genus,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
553,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,affinis,Gyrinus affinis,Gyrinus affinis,Gyrinus affinis,Species,Gyrinus affinis,Gyrinus.affinis,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
554,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,confinis,Gyrinus confinis,Gyrinus confinis,Gyrinus confinis,Species,Gyrinus confinis,Gyrinus.confinis,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
555,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,latilimbus,Gyrinus latilimbus,Gyrinus latilimbus,Gyrinus latilimbus,Species,Gyrinus latilimbus,Gyrinus.latilimbus,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
556,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,maculiventris,Gyrinus maculiventris,Gyrinus maculiventris,Gyrinus maculiventris,Species,Gyrinus maculiventris,Gyrinus.maculiventris,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
557,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,minutus,Gyrinus minutus,Gyrinus minutus,Gyrinus minutus,Species,Gyrinus minutus,Gyrinus.minutus,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
558,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,pectoralis,Gyrinus pectoralis,Gyrinus pectoralis,Gyrinus pectoralis,Species,Gyrinus pectoralis,Gyrinus.pectoralis,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
559,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,pleuralis,Gyrinus pleuralis,Gyrinus pleuralis,Gyrinus pleuralis,Species,Gyrinus pleuralis,Gyrinus.pleuralis,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
560,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,sayi,Gyrinus sayi,Gyrinus sayi,Gyrinus sayi,Species,Gyrinus sayi,Gyrinus.sayi,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
561,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrininae,Gyrinus,sp.,Gyrinus,Gyrinus sp.,Gyrinus sp.,Genus,Gyrinus sp.,Gyrinus.sp.,Abundance,Gyrinus.sp.,Genus,VNA,Predator,engulfer,10,4,9,9,7,8,8,
562,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Gyrinidae,UID,UID,UID,Gyrinidae UID,Gyrinidae UID,Gyrinidae UID,Family,Gyrinidae UID,Gyrinidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Predator,engulfer,10,4,9,9,7,8,8,
563,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Haliplidae,UID,UID,UID,Haliplidae UID,Haliplidae UID,Haliplidae UID,Family,Haliplidae UID,Haliplidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Piercer,macrophytes,7,6,9,7,10,6,5,response to water PChem differs between genera
564,Target,Coleoptera,Arthropoda,Insecta,Coleoptera,Haliplidae,VNA,Brychius,sp.,Brychius,Brychius sp.,Brychius sp.,Genus,Brychius sp.,Brychius.sp.,Presence,Brychius.sp.,Genus,VNA,Piercer,macrophytes,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
